location,total_sqft,bath,price,bedroom
Harlur,1756.0,3.0,127.99999999999997,3
Bommasandra,1280.0,3.0,49.99999999999999,3
Indira Nagar,1700.0,3.0,149.99999999999997,3
Whitefield,2134.0,4.0,118.00000000000004,3
Hosa Road,1369.1,2.0,98.00000000000004,2
other,2515.0,4.0,155.00000000000003,3
Thigalarapalya,2215.0,4.0,154.00000000000006,3
other,1440.0,3.0,72.0,3
Hennur Road,1186.0,2.0,55.329999999999984,3
Uttarahalli,1350.0,2.0,47.24,3
Hebbal,1800.0,3.0,139.99999999999994,3
Kudlu,1600.0,3.0,79.0,3
GM Palaya,1000.0,2.0,34.99999999999999,2
Banashankari Stage III,1305.0,2.0,59.000000000000014,3
Binny Pete,1740.0,3.0,149.99999999999997,3
Benson Town,1567.0,3.0,139.99999999999994,2
Kambipura,1082.0,2.0,45.5,3
Nagarbhavi,1050.0,2.0,79.99999999999997,2
other,1200.0,2.0,56.00000000000002,2
Dasarahalli,1220.0,2.0,52.00000000000001,2
Binny Pete,1970.0,3.0,164.00000000000006,3
Kanakapura,2130.0,4.0,119.99999999999997,4
Harlur,1749.0,3.0,119.99999999999997,3
Subramanyapura,1260.0,2.0,108.00000000000003,2
Doddaballapur,1276.0,2.0,48.00000000000001,3
other,1670.0,3.0,74.99999999999997,3
Hennur Road,2264.0,3.0,167.99999999999997,3
Begur,1100.0,2.0,55.000000000000014,2
Chandapura,674.0,1.0,19.900000000000002,2
Electronics City Phase 1,1125.0,2.0,64.99999999999999,2
Nagavara,1125.0,2.0,44.50000000000001,2
other,700.0,2.0,29.000000000000004,2
BTM Layout,1300.0,2.0,74.99999999999997,3
JP Nagar,1600.0,3.0,83.00000000000003,3
Magadi Road,1052.0,2.0,59.999999999999986,3
Devarachikkanahalli,1130.0,2.0,36.0,2
Electronic City,1500.0,2.0,62.99999999999999,3
Old Madras Road,1350.0,3.0,47.25,3
Gottigere,1230.0,2.0,52.00000000000001,3
Haralur Road,1520.0,2.0,85.00000000000001,3
Kanakpura Road,525.0,1.0,26.25,1
Hosa Road,1040.0,2.0,61.00000000000001,2
other,1300.0,2.0,66.99999999999997,3
Domlur,780.0,1.0,70.00000000000003,1
Panathur,1140.0,2.0,51.20000000000001,2
Chandapura,1225.0,3.0,33.08,3
Nagavarapalya,646.0,1.0,25.840000000000003,1
Cox Town,1600.0,3.0,149.99999999999997,3
Kadugodi,1890.0,4.0,125.00000000000004,3
Kadugodi,1050.0,2.0,34.00000000000001,2
Whitefield,1458.0,2.0,62.00000000000001,3
Green Glen Layout,1970.0,3.0,159.99999999999994,3
Whitefield,1808.0,4.0,79.99999999999997,3
Balagere,1007.0,2.0,66.99999999999997,2
Doddathoguru,1105.0,2.0,49.99999999999999,2
Lakshminarayana Pura,1700.0,3.0,149.99999999999997,3
Raja Rajeshwari Nagar,1170.0,2.0,49.99999999999999,2
Chandapura,1080.0,2.0,44.99999999999999,2
Kaggalipura,1150.0,2.0,62.00000000000001,3
Ramamurthy Nagar,1200.0,2.0,57.900000000000006,2
other,1200.0,2.0,54.00000000000001,2
Kudlu Gate,1656.0,3.0,74.99999999999997,3
KR Puram,1040.0,2.0,49.99999999999999,2
Hosur Road,1085.0,2.0,33.7,2
other,1215.0,2.0,49.75000000000001,3
NRI Layout,2150.0,4.0,115.00000000000001,4
Panathur,1210.0,2.0,77.00000000000001,2
other,1050.0,2.0,55.000000000000014,2
Iblur Village,1920.0,3.0,149.99999999999997,3
Uttarahalli,1250.0,2.0,49.99999999999999,3
Mysore Road,947.55,2.0,79.99999999999997,2
Malleshpalya,1421.0,2.0,90.0,2
Old Madras Road,1425.0,2.0,74.31000000000003,3
Budigere,1162.0,2.0,57.999999999999986,2
Whitefield,905.0,1.0,59.999999999999986,1
Sarjapur  Road,914.0,2.0,32.0,2
other,1258.0,2.0,57.999999999999986,2
Whitefield,1537.0,2.0,70.00000000000003,3
Chikkalasandra,1230.0,2.0,53.50999999999999,3
Hosur Road,2000.0,4.0,69.00000000000001,4
Anjanapura,950.0,2.0,32.0,2
Yelahanka,1282.0,2.0,48.72,3
Banashankari Stage III,1304.0,2.0,110.99999999999997,2
Jakkur,1220.0,2.0,48.99999999999999,3
Budigere,1636.0,3.0,85.00000000000001,3
7th Phase JP Nagar,1415.0,3.0,64.99999999999999,3
Green Glen Layout,1728.0,3.0,125.00000000000004,3
7th Phase JP Nagar,1680.0,3.0,125.00000000000004,3
Kasavanhalli,1495.0,2.0,83.00000000000003,2
Yeshwanthpur,2501.0,3.0,138.00000000000006,3
Kanakpura Road,381.0,1.0,27.999999999999996,1
Hennur Road,2002.0,3.0,119.99999999999997,3
Banjara Layout,1200.0,2.0,70.00000000000003,2
Bommasandra,1942.0,3.0,90.0,3
Electronics City Phase 1,1522.5,2.0,60.74999999999998,3
other,1450.0,3.0,90.0,3
Electronic City,1039.0,2.0,49.99999999999999,2
Old Madras Road,1210.0,2.0,79.99999999999997,2
Attibele,995.0,1.0,24.880000000000003,2
Yelahanka,1620.0,3.0,90.0,3
Marathahalli,1314.0,2.0,55.000000000000014,2
Bisuvanahalli,945.0,2.0,33.0,2
Nehru Nagar,1374.0,3.0,72.0,3
Kanakpura Road,1603.0,3.0,113.00000000000003,3
Kengeri,1230.0,2.0,52.00000000000001,3
Basavangudi,670.0,1.0,49.99999999999999,1
Sarjapur  Road,1864.0,3.0,104.99999999999997,4
Hosa Road,2500.0,3.0,100.00000000000004,3
Raja Rajeshwari Nagar,1625.0,2.0,54.00000000000001,3
Whitefield,1186.0,2.0,55.000000000000014,2
Electronic City,770.0,1.0,39.9,2
Varthur,1085.0,2.0,44.99999999999999,2
other,1893.0,3.0,115.00000000000001,3
Kundalahalli,1496.0,2.0,78.0,3
Chandapura,1305.0,3.0,33.279999999999994,3
Electronics City Phase 1,1550.0,2.0,82.00000000000001,3
Marathahalli,1200.0,2.0,58.17,3
Badavala Nagar,1494.0,2.0,94.54999999999998,3
Electronic City Phase II,1286.0,2.0,69.00000000000001,2
Hebbal,1860.0,3.0,95.0,3
Haralur Road,1243.0,2.0,44.99999999999999,2
Brookefield,1200.0,2.0,74.99999999999997,2
Sarjapur,1044.0,2.0,32.0,2
7th Phase JP Nagar,1040.0,2.0,41.59,2
8th Phase JP Nagar,1125.0,2.0,36.94,2
Subramanyapura,1278.0,2.0,59.000000000000014,3
other,2400.0,6.0,98.00000000000004,6
other,1250.0,2.0,43.0,2
Vijayanagar,2400.0,6.0,125.00000000000004,5
Lakshminarayana Pura,1210.0,2.0,74.99999999999997,2
8th Phase JP Nagar,1200.0,3.0,110.00000000000004,4
Sarjapur  Road,1157.0,2.0,57.839999999999996,3
Raja Rajeshwari Nagar,1185.0,2.0,51.150000000000006,2
Kalena Agrahara,1450.0,3.0,100.00000000000004,3
Old Madras Road,1859.0,3.0,121.00000000000003,3
Attibele,900.0,1.0,24.999999999999996,2
Ramamurthy Nagar,1305.0,3.0,59.999999999999986,3
other,1200.0,2.0,100.00000000000004,3
Thanisandra,784.0,1.0,35.285,1
Sarjapur  Road,1150.0,2.0,36.800000000000004,2
Whitefield,1806.0,3.0,85.00000000000001,3
Kudlu,1027.0,2.0,42.00000000000001,2
Uttarahalli,1002.0,2.0,40.08,2
Electronic City Phase II,1220.0,2.0,36.21,3
Whitefield,1109.0,2.0,35.21999999999999,2
Uttarahalli,1002.0,2.0,40.08,2
Narayanapura,1308.0,2.0,89.03999999999999,2
Hennur Road,1232.0,2.0,69.60000000000001,2
Haralur Road,1027.0,2.0,43.99999999999999,2
Kalyan nagar,1250.0,2.0,64.99999999999999,2
Raja Rajeshwari Nagar,1255.0,2.0,53.870000000000005,2
Akshaya Nagar,1434.0,3.0,83.99999999999999,3
Doddathoguru,925.0,2.0,30.000000000000004,2
Jakkur,1858.0,3.0,122.99999999999994,3
other,1205.0,2.0,70.00000000000003,2
other,1500.0,3.0,90.0,3
Mysore Road,1020.0,2.0,48.95,2
Thanisandra,965.0,2.0,56.00000000000002,2
Battarahalli,1636.0,2.0,82.89000000000001,2
Kundalahalli,1724.0,3.0,125.00000000000004,3
Whitefield,1216.0,2.0,66.99999999999997,2
Yelahanka,654.0,1.0,36.25,1
Chikkabanavar,2460.0,7.0,79.99999999999997,4
other,1190.0,2.0,41.00000000000001,2
Budigere,1636.0,3.0,92.00000000000001,3
Hennur Road,1195.0,2.0,72.99999999999999,2
other,1250.0,2.0,66.99999999999997,2
Whitefield,1452.0,3.0,90.0,3
Thanisandra,1546.0,3.0,95.0,3
other,2260.0,3.0,79.99999999999997,2
other,375.0,1.0,26.000000000000004,1
Balagere,1007.0,2.0,65.99999999999997,2
Hennur Road,1020.0,2.0,46.99999999999999,2
other,800.0,3.0,59.50000000000001,2
Marathahalli,1125.0,2.0,55.000000000000014,2
other,909.0,2.0,43.0,3
other,1400.0,2.0,85.00000000000001,2
Kadugodi,1152.0,2.0,61.00000000000001,2
Subramanyapura,958.0,2.0,34.49,2
Whitefield,1150.0,2.0,55.000000000000014,2
Bellandur,1310.0,2.0,85.00000000000001,2
Hosur Road,1590.0,2.0,126.0,3
Green Glen Layout,1645.0,3.0,110.00000000000004,3
other,1800.0,2.0,100.00000000000004,3
Thanisandra,1795.0,3.0,149.99999999999997,3
8th Phase JP Nagar,1100.0,2.0,34.99999999999999,2
Thanisandra,777.0,1.0,38.535,1
other,925.0,2.0,70.00000000000003,2
Basavangudi,1542.14,3.0,119.99999999999997,3
Thanisandra,1430.0,2.0,54.00000000000001,3
Bommanahalli,1020.0,2.0,55.000000000000014,2
Electronic City Phase II,1140.0,2.0,32.92,2
Anekal,967.0,2.0,44.99999999999999,3
other,850.0,1.0,35.5,2
other,1100.0,2.0,32.0,2
Thanisandra,1697.0,3.0,110.00000000000004,3
Varthur,1250.0,2.0,46.99999999999999,2
Gottigere,1120.0,2.0,49.99999999999999,2
NRI Layout,1200.0,4.0,95.0,4
Hebbal,1200.0,2.0,52.00000000000001,2
7th Phase JP Nagar,1100.0,2.0,43.99999999999999,2
Devarachikkanahalli,1417.0,2.0,76.0,3
Thanisandra,1492.0,3.0,88.00000000000003,3
Devanahalli,1498.0,3.0,79.14999999999998,3
Kundalahalli,1010.0,2.0,48.27000000000001,2
Hennur,1255.0,2.0,53.5,2
Channasandra,1050.0,2.0,34.99999999999999,2
Hegde Nagar,1847.0,3.0,125.00000000000004,3
other,1200.0,2.0,55.000000000000014,2
Bellandur,982.0,2.0,37.28,2
Hegde Nagar,2144.6,4.0,144.99999999999997,3
Kengeri,750.0,2.0,36.50000000000001,2
Electronic City,919.0,2.0,34.99999999999999,2
Budigere,1087.0,2.0,54.3,2
other,1480.0,3.0,74.00000000000003,3
Tindlu,1180.0,2.0,52.00000000000001,2
Jigani,1221.0,3.0,64.99999999999999,3
Haralur Road,1194.0,2.0,46.0,2
Thanisandra,2072.0,3.0,122.00000000000003,3
Whitefield,1600.0,3.0,69.00000000000001,3
Sahakara Nagar,2200.0,3.0,98.00000000000004,3
Kaikondrahalli,1253.0,2.0,81.49999999999999,2
Hennur Road,1061.0,2.0,54.91999999999998,2
Marathahalli,1950.0,3.0,115.00000000000001,3
Marathahalli,1250.0,2.0,68.00000000000001,2
Hennur Road,1585.0,2.0,79.99999999999997,3
Kanakpura Road,1452.0,3.0,60.980000000000025,3
Kammasandra,1015.0,2.0,36.99999999999999,2
Begur Road,2464.5,6.0,118.00000000000004,4
Marathahalli,1125.0,2.0,56.800000000000004,2
Electronic City Phase II,1116.0,2.0,40.0,2
other,400.0,1.0,34.99999999999999,1
Old Madras Road,1300.0,2.0,100.00000000000004,2
Raja Rajeshwari Nagar,1419.0,2.0,60.42000000000002,2
other,1310.0,2.0,55.000000000000014,3
Thigalarapalya,2072.0,4.0,152.0,3
Kaggadasapura,1240.0,2.0,58.57999999999998,2
Chamrajpet,1565.0,3.0,98.91,3
Budigere,1820.0,3.0,88.99999999999999,3
Gubbalala,2500.0,3.0,88.00000000000003,3
Hosa Road,1245.0,2.0,62.00000000000001,2
GM Palaya,1315.0,3.0,64.99999999999999,3
Kenchenahalli,1410.0,2.0,72.99999999999999,3
Dasarahalli,1375.0,2.0,59.999999999999986,2
Old Madras Road,1299.0,2.0,95.0,2
other,993.0,2.0,45.5,2
Bommasandra Industrial Area,1200.0,3.0,44.99999999999999,2
Hebbal,1255.0,2.0,95.0,3
Hoodi,1655.0,3.0,130.99999999999994,3
other,825.0,2.0,40.0,1
Begur Road,1634.0,3.0,110.99999999999997,3
Banaswadi,1222.0,2.0,79.99999999999997,2
Gottigere,1500.0,3.0,62.99999999999999,3
Akshaya Nagar,1890.0,4.0,100.00000000000004,3
Hulimavu,850.0,1.0,39.5,2
Whitefield,1295.0,2.0,78.50000000000003,2
Sarjapur  Road,1320.0,2.0,100.00000000000004,2
Harlur,1197.0,2.0,82.00000000000001,2
other,1320.0,2.0,59.999999999999986,3
Whitefield,840.0,1.0,57.6,1
Whitefield,640.0,1.0,19.83,1
Raja Rajeshwari Nagar,1693.0,3.0,71.37999999999997,3
Kodihalli,1000.0,2.0,62.00000000000001,2
Babusapalaya,1305.0,2.0,70.00000000000003,2
Kodichikkanahalli,450.0,1.0,17.999999999999996,1
CV Raman Nagar,705.0,1.0,57.00000000000001,1
Whitefield,1991.0,3.0,103.99999999999999,3
Battarahalli,1779.0,3.0,90.0,3
Banaswadi,870.0,2.0,37.99999999999999,2
Thanisandra,1595.0,3.0,119.99999999999997,3
Kanakpura Road,525.0,1.0,26.000000000000004,1
Iblur Village,2000.0,4.0,138.00000000000006,3
Yelahanka,1614.0,3.0,93.00000000000003,3
Gottigere,1200.0,2.0,40.0,2
Electronic City Phase II,1150.0,3.0,46.0,3
Sonnenahalli,1610.0,3.0,80.47999999999999,3
Whitefield,1190.0,2.0,41.00000000000001,2
other,1050.0,2.0,49.99999999999999,2
7th Phase JP Nagar,1460.0,2.0,97.0,3
other,600.0,1.0,33.0,1
other,1569.0,3.0,70.00000000000003,3
Electronics City Phase 1,645.0,1.0,42.50000000000001,1
Marathahalli,1350.0,2.0,90.0,2
other,1410.0,2.0,45.120000000000005,3
Whitefield,1109.0,2.0,35.47,2
other,800.0,1.0,72.0,1
Bannerghatta Road,1215.0,2.0,68.00000000000001,2
Varthur Road,1255.0,2.0,52.760000000000005,2
other,1020.0,2.0,48.99999999999999,2
other,1225.0,2.0,82.00000000000001,3
Singasandra,1120.0,2.0,59.999999999999986,2
Kasavanhalli,1225.0,2.0,69.00000000000001,3
Sarjapur  Road,1984.0,4.0,144.99999999999997,3
ITPL,1200.0,3.0,56.11999999999999,3
Bommasandra,1127.0,2.0,44.99999999999999,2
Whitefield,1655.0,3.0,97.0,3
Ananth Nagar,500.0,1.0,13.999999999999996,1
Varthur,1200.0,3.0,68.38000000000002,3
Kaggadasapura,1000.0,2.0,43.0,2
CV Raman Nagar,1225.0,2.0,47.879999999999995,2
Hormavu,1350.0,2.0,44.99999999999999,2
Sahakara Nagar,1175.0,2.0,48.99999999999999,2
other,655.0,1.0,27.0,1
Hosa Road,1311.0,2.0,84.86000000000003,3
CV Raman Nagar,1000.0,2.0,38.50000000000001,2
other,1196.0,2.0,95.99999999999999,2
Kanakpura Road,1050.0,2.0,59.000000000000014,3
Somasundara Palya,1275.0,2.0,52.00000000000001,3
other,927.0,2.0,49.99999999999999,2
Varthur,1520.0,2.0,61.00000000000001,3
Hebbal,1333.0,2.0,103.99999999999999,2
other,600.0,1.0,17.999999999999996,1
Abbigere,1326.0,2.0,34.8,3
Sarjapur  Road,1773.5,2.0,85.12500000000003,3
Koramangala,1370.0,2.0,125.00000000000004,2
Koramangala,1100.0,2.0,85.00000000000001,2
Haralur Road,1650.0,3.0,100.00000000000004,3
Kasavanhalli,1917.0,3.0,131.99999999999997,3
Billekahalli,950.0,2.0,58.11000000000002,2
other,1175.0,2.0,48.72,2
8th Phase JP Nagar,1089.0,2.0,43.54999999999999,2
Hoodi,1257.0,2.0,68.5,2
Sarjapur,650.0,1.0,19.869999999999997,1
Whitefield,1850.0,3.0,149.99999999999997,3
Vidyaranyapura,945.0,2.0,40.0,2
Koramangala,1161.0,2.0,63.84999999999999,2
Banashankari Stage V,1630.0,3.0,51.35000000000001,3
Jalahalli,1310.0,2.0,59.999999999999986,3
other,750.0,2.0,27.999999999999996,2
Whitefield,1200.0,3.0,67.77000000000001,3
other,1000.0,2.0,44.99999999999999,2
Nagavara,1315.0,2.0,70.00000000000003,2
Sahakara Nagar,1370.0,2.0,90.0,3
Bellandur,1465.0,3.0,90.0,2
Electronic City,1128.0,2.0,63.99999999999998,2
Padmanabhanagar,1250.0,2.0,70.00000000000003,3
Hebbal,1645.0,3.0,117.00000000000003,3
Horamavu Agara,1284.0,2.0,74.99999999999997,3
Kodigehalli,1820.0,3.0,149.99999999999997,3
Haralur Road,1580.0,3.0,72.99999999999999,3
Bannerghatta Road,1215.0,2.0,68.00000000000001,2
Uttarahalli,1075.0,2.0,40.0,2
R.T. Nagar,1400.0,2.0,78.0,3
Subramanyapura,1400.0,2.0,55.000000000000014,3
Bisuvanahalli,845.0,2.0,30.000000000000004,2
Panathur,1199.0,2.0,85.00000000000001,2
Gunjur,1175.0,2.0,43.48,2
Bellandur,1767.0,3.0,108.99999999999997,3
Sarjapur  Road,1800.0,3.0,90.0,4
Talaghattapura,1856.0,3.0,135.00000000000003,3
Rajaji Nagar,1613.0,3.0,149.99999999999997,3
Whitefield,1290.0,2.0,90.0,2
Kasavanhalli,1375.0,2.0,78.0,2
other,985.0,2.0,57.00000000000001,2
Singasandra,1099.0,2.0,37.5,2
Electronic City,605.0,1.0,13.309999999999999,1
Marathahalli,1200.0,2.0,53.00000000000001,2
Hulimavu,1000.0,2.0,44.99999999999999,2
Electronic City,1159.0,2.0,37.99999999999999,3
BTM Layout,1540.0,2.0,78.0,3
other,1503.0,2.0,93.00000000000003,3
Ambedkar Nagar,1850.0,4.0,119.99999999999997,3
Uttarahalli,1580.0,3.0,59.999999999999986,3
Mico Layout,1190.0,2.0,39.24999999999999,2
other,1200.0,2.0,61.00000000000001,2
Jakkur,850.0,1.0,19.900000000000002,2
other,2500.0,2.0,59.999999999999986,3
ITPL,1200.0,3.0,56.11999999999999,3
other,1500.0,2.0,52.00000000000001,3
Thanisandra,1880.0,3.0,119.99999999999997,3
Padmanabhanagar,1150.0,2.0,44.99999999999999,2
Bellandur,924.0,2.0,35.11,2
other,1765.0,3.0,77.27000000000002,3
Attibele,1174.0,2.0,29.35,2
Bannerghatta Road,1894.0,3.0,115.00000000000001,3
Sector 7 HSR Layout,1760.0,3.0,142.00000000000003,3
other,1768.0,3.0,95.0,3
Kothanur,1790.0,3.0,97.0,3
Whitefield,1200.0,2.0,44.99999999999999,2
Kengeri,2540.0,4.0,159.99999999999994,4
Mahadevpura,1137.0,2.0,53.4,2
Mysore Road,1568.0,2.0,100.00000000000004,3
AECS Layout,1308.0,2.0,59.999999999999986,2
Bisuvanahalli,1200.0,2.0,41.00000000000001,3
other,800.0,1.0,32.0,1
Electronic City,530.0,1.0,13.5,1
Subramanyapura,958.0,2.0,33.529999999999994,2
Thigalarapalya,2072.0,4.0,159.99999999999994,3
Talaghattapura,2273.0,3.0,159.0,3
Thanisandra,760.0,1.0,49.99999999999999,1
Dommasandra,1090.0,2.0,43.49999999999999,2
Thigalarapalya,2072.0,4.0,155.00000000000003,3
Sarjapur  Road,1550.0,2.0,88.99999999999999,3
Ramagondanahalli,1251.0,2.0,49.99999999999999,2
Electronic City,1070.0,2.0,53.00000000000001,2
Kalena Agrahara,1200.0,2.0,44.99999999999999,2
CV Raman Nagar,1435.0,2.0,59.999999999999986,3
Bommasandra,1400.0,2.0,44.99999999999999,3
Judicial Layout,2330.0,3.0,94.71000000000002,4
Thanisandra,1200.0,2.0,59.999999999999986,2
Panathur,1000.0,2.0,40.0,2
Bannerghatta Road,1655.0,2.0,62.890000000000015,3
other,600.0,1.0,34.99999999999999,1
Electronics City Phase 1,1175.0,2.0,49.99999999999999,2
Uttarahalli,1155.0,2.0,40.42999999999999,2
Magadi Road,1200.0,3.0,98.00000000000004,3
Budigere,1149.0,2.0,64.99999999999999,2
Jakkur,1745.0,2.0,98.48500000000001,3
other,1010.0,2.0,55.000000000000014,2
Hegde Nagar,1718.0,3.0,119.00000000000003,3
other,650.0,1.0,19.999999999999996,2
Banashankari,1330.0,2.0,77.00000000000001,2
Hormavu,1200.0,2.0,68.00000000000001,2
Bannerghatta Road,1693.0,3.0,88.99999999999999,3
Thanisandra,1800.0,4.0,125.00000000000004,3
Margondanahalli,900.0,2.0,55.000000000000014,2
NGR Layout,1020.0,2.0,46.0,2
Amruthahalli,1700.0,3.0,77.00000000000001,3
Panathur,661.0,1.0,40.0,1
Bannerghatta Road,1280.0,2.0,60.160000000000004,2
Hosur Road,1170.0,2.0,48.00000000000001,2
Thanisandra,933.0,2.0,57.999999999999986,1
Sarjapur  Road,1150.0,2.0,43.99999999999999,2
Banjara Layout,1050.0,2.0,64.79999999999997,2
other,1080.0,2.0,37.800000000000004,2
Harlur,1303.0,2.0,90.0,2
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
Bommanahalli,1250.0,3.0,41.00000000000001,3
Akshaya Nagar,1419.0,2.0,87.0,3
Banashankari,1200.0,2.0,48.99999999999999,2
7th Phase JP Nagar,1120.0,2.0,64.99999999999999,2
Electronics City Phase 1,762.5,1.0,45.400000000000006,1
Electronics City Phase 1,1245.0,2.0,74.99999999999997,2
Channasandra,1093.0,2.0,34.00000000000001,2
Electronic City,1025.0,1.0,26.63,2
Hebbal,1345.0,2.0,97.0,2
other,1500.0,2.0,44.99999999999999,2
Vijayanagar,1180.0,2.0,85.99999999999997,2
NGR Layout,1020.0,2.0,48.449999999999996,2
other,1800.0,3.0,85.00000000000001,3
other,2008.0,3.0,170.00000000000006,3
Kothannur,1240.0,2.0,39.849999999999994,3
CV Raman Nagar,1020.0,2.0,55.000000000000014,2
other,2095.0,3.0,142.00000000000003,3
Gunjur,1362.0,3.0,62.629999999999974,3
Yelahanka,694.0,1.0,30.839999999999996,1
Vittasandra,1404.0,2.0,70.00000000000003,2
Electronic City Phase II,1192.0,2.0,46.99999999999999,3
Vittasandra,1259.0,2.0,67.47999999999998,2
Kengeri,1000.0,2.0,34.00000000000001,2
Rachenahalli,985.0,2.0,49.97,2
Indira Nagar,850.0,1.0,59.999999999999986,1
Uttarahalli,1650.0,2.0,49.99999999999999,3
Ambedkar Nagar,1367.0,2.0,85.99999999999997,2
Rajaji Nagar,1210.0,2.0,81.00000000000003,3
other,1190.0,2.0,48.60000000000001,2
Sarjapur,1175.0,2.0,42.00000000000001,2
Whitefield,1140.0,2.0,40.0,2
Hoskote,1095.0,2.0,33.60000000000001,2
Attibele,782.0,1.0,19.550000000000004,1
Gubbalala,1435.0,2.0,79.99999999999997,3
Choodasandra,725.0,2.0,36.0,2
other,1600.0,2.0,88.00000000000003,3
Nehru Nagar,1674.0,3.0,90.0,3
Haralur Road,1243.0,2.0,46.0,2
Kanakpura Road,1703.0,3.0,129.99999999999997,3
Padmanabhanagar,1350.0,3.0,71.55000000000003,3
Horamavu Agara,1145.0,2.0,41.21000000000001,2
Whitefield,1216.0,2.0,74.99999999999997,2
7th Phase JP Nagar,1100.0,3.0,59.999999999999986,2
Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
Kanakpura Road,1600.0,3.0,90.0,3
Banashankari Stage V,1510.0,3.0,47.57000000000001,3
Pai Layout,780.0,2.0,72.0,2
Haralur Road,1194.0,2.0,46.99999999999999,2
Banashankari Stage II,1250.0,2.0,110.00000000000004,2
Horamavu Agara,1250.0,4.0,100.00000000000004,4
Laggere,620.0,2.0,48.00000000000001,1
Raja Rajeshwari Nagar,1630.0,3.0,60.64999999999999,3
Hennur Road,1020.0,2.0,44.99999999999999,2
Hosakerehalli,1410.0,2.0,53.580000000000005,3
Bhoganhalli,1181.7,2.0,100.00000000000004,2
Sarjapur  Road,1691.0,3.0,113.00000000000003,3
KR Puram,1200.0,4.0,83.00000000000003,4
Banaswadi,1200.0,2.0,59.999999999999986,2
Old Airport Road,1050.0,2.0,49.99999999999999,2
Kathriguppe,1300.0,3.0,77.98999999999997,3
Whitefield,1356.0,2.0,94.84000000000002,2
Whitefield,1338.0,2.0,103.00000000000001,2
other,500.0,1.0,19.999999999999996,1
other,1280.0,2.0,100.00000000000004,3
Raja Rajeshwari Nagar,1531.0,3.0,51.769999999999996,3
Anekal,620.0,1.0,23.500000000000004,2
8th Phase JP Nagar,1605.0,2.0,64.99999999999999,3
Thanisandra,1917.0,3.0,110.00000000000004,3
Sarjapur  Road,1400.0,3.0,55.000000000000014,3
Sahakara Nagar,1100.0,2.0,55.000000000000014,2
Hennur Road,2041.0,3.0,127.99999999999997,3
Sarjapur  Road,2070.0,4.0,159.99999999999994,3
Hebbal,1110.0,3.0,59.000000000000014,3
other,1650.0,3.0,110.00000000000004,3
Varthur Road,1033.0,2.0,30.470000000000006,3
HSR Layout,1142.0,2.0,64.99999999999999,2
other,1500.0,2.0,74.99999999999997,3
Electronic City Phase II,1502.0,3.0,49.99999999999999,3
other,1176.0,2.0,44.99999999999999,3
Hosa Road,1063.0,2.0,32.79999999999999,2
Kammanahalli,1100.0,2.0,59.999999999999986,2
other,1044.0,2.0,85.00000000000001,2
6th Phase JP Nagar,1216.0,2.0,59.999999999999986,2
other,1425.0,3.0,55.000000000000014,3
Hosur Road,1345.0,2.0,108.00000000000003,2
Uttarahalli,1025.0,2.0,35.88,2
Kadubeesanahalli,1424.0,2.0,74.99999999999997,3
other,1285.0,2.0,44.99999999999999,2
Babusapalaya,1450.0,2.0,55.990000000000016,2
Raja Rajeshwari Nagar,1160.0,2.0,70.00000000000003,2
other,2000.0,2.0,95.0,3
Uttarahalli,1125.0,2.0,47.64999999999999,2
Raja Rajeshwari Nagar,1133.0,2.0,38.370000000000005,2
Arekere,1240.0,2.0,59.999999999999986,2
Devanahalli,1466.0,3.0,77.59,3
Ramagondanahalli,1610.0,2.0,115.00000000000001,3
Sarjapur  Road,1220.0,3.0,56.00000000000002,3
Kaggadasapura,1225.0,2.0,48.00000000000001,2
Akshaya Nagar,1300.0,2.0,54.00000000000001,2
Thanisandra,1996.0,4.0,122.99999999999994,3
other,1320.0,2.0,55.000000000000014,3
Sarjapur  Road,1435.0,3.0,90.0,3
Rayasandra,1601.0,3.0,70.00000000000003,3
Kadubeesanahalli,1257.0,2.0,93.00000000000003,2
Kasavanhalli,1309.0,2.0,95.0,2
Yeshwanthpur,1362.0,2.0,100.00000000000004,2
Whitefield,1115.0,2.0,55.000000000000014,2
Whitefield,1870.0,3.0,90.0,3
other,1322.0,2.0,61.99000000000001,2
other,1450.0,2.0,64.99999999999999,3
Banashankari,1185.0,2.0,66.99999999999997,2
7th Phase JP Nagar,1790.0,3.0,119.99999999999997,3
Rachenahalli,1050.0,2.0,52.5,2
Budigere,693.0,1.0,27.374999999999996,1
Devanahalli,775.0,1.0,38.99999999999999,1
Hoodi,1000.0,2.0,48.00000000000001,2
Thanisandra,1183.0,2.0,77.25000000000001,2
other,425.0,1.0,15.0,1
other,820.0,2.0,30.000000000000004,2
Hebbal,1200.0,2.0,52.00000000000001,2
Ramagondanahalli,1151.0,2.0,43.60000000000001,2
Hulimavu,1320.0,2.0,59.000000000000014,3
other,1450.0,3.0,68.00000000000001,3
Poorna Pragna Layout,1270.0,2.0,50.79,3
Hegde Nagar,1847.0,3.0,122.99999999999994,3
Devanahalli,1020.0,2.0,49.870000000000005,1
Somasundara Palya,1650.0,3.0,95.0,3
Electronic City,2400.0,2.0,78.0,3
Begur Road,1160.0,2.0,43.99999999999999,2
Mysore Road,1360.0,3.0,47.60000000000001,3
Brookefield,1089.0,2.0,48.99999999999999,2
